temp,hum_air,hum_soil,hour,target_action
40.01,58.45,50.84,12,2
35.38,66.5,30.05,14,2
23.73,29.63,59.23,17,0
14.51,85.52,18.1,5,0
12.58,47.0,24.66,22,0
23.27,70.98,39.43,18,0
33.16,89.97,26.2,12,2
26.63,75.38,32.18,16,1
34.16,87.02,36.07,14,2
32.12,29.87,56.81,11,2
29.19,59.49,37.82,9,0
41.02,64.54,28.66,14,2
33.85,73.23,22.12,12,2
39.44,33.18,31.29,11,2
19.26,70.98,37.4,1,0
33.41,35.22,50.53,12,2
29.93,29.73,14.9,10,1
39.73,57.85,20.63,13,2
27.31,67.03,29.64,17,1
20.39,92.07,28.54,3,0
23.55,73.9,30.33,7,1
18.56,66.4,53.23,23,0
18.6,40.02,26.48,23,0
26.11,35.64,36.61,8,0
38.78,67.51,43.56,11,2
17.76,40.61,21.23,23,0
20.64,74.46,48.97,4,0
37.59,33.01,39.19,14,2
22.18,48.77,33.47,9,1
40.87,79.12,54.16,12,2
20.07,83.17,21.88,1,0
25.26,49.17,58.34,18,0
14.87,39.47,39.98,4,0
41.77,92.07,42.72,11,2
38.7,78.28,57.88,13,2
36.53,81.49,54.6,14,2
16.72,40.59,42.29,22,0
41.08,54.71,50.93,12,2
39.87,29.77,32.7,11,2
25.07,32.66,39.2,8,0
32.45,40.47,11.54,11,2
41.77,46.23,13.12,12,2
24.29,94.8,55.28,19,0
15.39,54.55,11.4,20,0
38.03,73.85,17.66,13,2
26.29,88.31,53.36,16,0
41.61,42.22,8.07,11,2
28.53,35.13,24.1,13,1
12.88,42.03,41.29,23,0
26.75,86.77,41.94,16,0
33.54,71.6,52.3,13,2
12.78,56.59,36.84,23,0
24.4,82.42,37.04,6,0
16.67,41.57,49.34,2,0
31.29,41.74,36.42,15,0
40.72,64.71,42.68,12,2
30.74,80.3,59.17,9,0
32.85,43.17,30.88,11,2
23.9,39.7,29.95,18,0
28.89,58.18,8.2,12,1
28.32,34.39,42.97,10,0
34.79,77.35,9.7,12,2
37.71,65.41,36.74,12,2
31.89,60.88,53.84,14,0
41.39,86.06,39.35,13,2
36.85,76.28,23.37,12,2
15.74,35.45,52.81,23,0
27.22,54.43,23.37,6,1
39.1,47.49,49.78,11,2
40.32,81.14,42.78,13,2
23.41,75.33,17.69,8,1
33.77,58.04,59.59,12,2
24.32,82.66,19.44,8,1
15.71,53.7,64.41,2,0
38.54,81.25,8.42,14,2
39.96,27.25,23.02,13,2
27.14,34.42,19.39,6,1
12.55,77.92,8.8,23,0
36.48,33.01,49.74,13,2
26.31,72.86,47.53,18,0
14.25,75.65,53.16,23,0
17.68,71.35,22.63,4,0
16.56,82.28,33.33,20,0
32.59,60.81,45.57,11,2
20.98,87.79,33.07,22,0
15.83,64.86,47.75,3,0
39.53,60.55,44.14,11,2
40.7,60.66,14.53,12,2
16.16,88.85,52.52,23,0
18.91,42.06,49.08,5,0
29.76,73.65,45.38,11,0
16.52,41.98,16.84,23,0
16.76,31.45,23.28,5,0
22.1,91.76,30.41,18,0
40.48,34.08,23.96,12,2
40.87,73.03,20.99,12,2
37.25,54.72,53.91,13,2
32.87,83.6,44.38,14,2
33.62,79.12,40.23,14,2
26.09,35.06,20.88,16,1
27.9,57.75,60.33,9,0
31.03,26.93,18.9,10,1
33.94,55.07,53.31,13,2
14.91,74.02,63.1,3,0
18.75,41.25,49.44,21,0
40.89,81.7,64.59,14,2
22.05,28.72,45.11,19,0
20.05,27.42,20.4,1,0
24.66,26.92,19.62,8,1
20.73,44.6,26.5,22,0
14.74,57.7,8.41,0,0
18.24,32.52,46.86,2,0
31.2,94.77,23.31,14,1
18.7,94.97,54.47,3,0
31.43,61.39,28.47,13,1
15.0,64.76,35.36,0,0
13.26,89.88,63.04,0,0
37.85,78.89,21.8,13,2
34.8,36.76,49.11,13,2
31.98,80.47,51.04,10,0
12.93,41.17,20.6,3,0
19.18,55.12,36.56,20,0
36.37,62.28,27.96,12,2
16.34,75.19,52.0,23,0
36.39,35.51,43.48,13,2
29.53,30.33,35.13,16,0
34.21,85.63,52.42,12,2
31.34,82.88,21.4,9,1
24.51,61.63,50.96,6,0
20.76,71.37,57.33,23,0
32.18,75.35,58.08,11,2
36.21,58.36,52.67,12,2
13.34,43.01,31.26,22,0
23.4,58.7,63.96,8,0
22.52,91.56,29.64,19,0
28.78,83.65,44.4,12,0
15.42,57.59,17.18,3,0
40.0,40.79,63.89,13,2
28.46,87.27,48.13,12,0
39.71,69.68,50.94,13,2
36.51,53.33,11.75,13,2
17.75,32.82,51.51,20,0
15.97,77.62,52.16,23,0
37.84,47.19,46.29,12,2
28.08,67.44,24.64,11,1
12.59,64.87,35.91,4,0
40.03,73.97,14.29,14,2
26.19,62.63,34.88,16,1
21.03,69.13,21.9,20,0
27.5,30.71,27.9,17,1
36.69,71.57,17.27,14,2
15.31,38.59,21.11,23,0
22.77,52.44,12.36,6,1
21.57,60.88,60.43,20,0
37.19,73.08,38.23,14,2
35.35,76.97,30.61,11,2
24.0,74.34,38.5,6,0
31.93,31.66,43.81,16,0
23.83,52.08,60.55,9,0
29.14,44.65,18.19,9,1
41.74,52.89,24.85,13,2
28.07,70.28,63.62,13,0
41.66,38.5,29.16,11,2
34.42,60.15,9.29,13,2
15.62,86.94,16.42,20,0
35.88,76.18,9.5,13,2
16.84,75.78,64.43,21,0
27.97,84.41,23.9,8,1
30.4,52.95,60.64,9,0
38.77,78.16,64.77,11,2
18.31,29.11,42.19,20,0
38.28,28.95,9.89,11,2
40.03,48.23,12.65,12,2
14.68,38.78,35.45,23,0
38.56,61.3,31.15,11,2
19.78,37.82,42.55,0,0
14.43,93.29,33.01,5,0
40.76,84.58,61.24,12,2
23.77,93.78,38.48,16,0
30.69,81.54,47.54,13,0
28.59,91.58,59.1,16,0
18.4,50.77,16.37,22,0
32.09,59.85,21.09,12,2
13.38,41.79,14.12,3,0
18.09,69.51,15.96,21,0
40.34,80.18,37.22,14,2
40.61,59.91,26.31,13,2
26.48,45.75,32.12,6,1
17.07,60.54,64.0,20,0
24.65,29.4,16.93,19,0
38.31,75.48,38.83,12,2
14.11,56.61,13.64,1,0
15.84,87.88,26.15,3,0
38.87,89.63,38.07,13,2
24.46,33.79,61.96,6,0
14.5,94.73,30.3,21,0
16.18,92.89,11.7,4,0
38.47,68.9,30.13,12,2
26.7,82.78,16.31,8,1
16.89,26.29,21.11,2,0
38.82,92.93,43.23,11,2
37.36,56.94,11.84,14,2
12.69,88.68,34.49,23,0
29.43,51.96,42.74,12,0
19.33,80.17,32.05,5,0
27.99,54.26,9.09,16,1
20.38,50.39,64.17,0,0
21.48,91.27,28.93,5,0
30.06,73.94,52.38,13,0
28.17,83.81,26.56,9,1
23.86,63.04,35.08,6,0
15.23,89.28,30.14,4,0
41.08,76.8,27.52,13,2
17.24,30.05,9.25,23,0
30.99,78.68,28.52,10,1
14.48,26.31,58.7,1,0
32.65,83.03,47.35,14,2
14.85,48.23,16.29,20,0
18.89,66.88,41.7,2,0
31.41,77.46,58.86,15,0
20.49,69.59,47.9,22,0
27.99,72.07,16.48,9,1
15.74,87.49,57.47,22,0
18.07,51.18,25.19,21,0
34.01,63.3,33.88,13,2
13.05,37.25,37.99,20,0
15.35,57.73,56.48,23,0
18.45,35.5,61.1,23,0
12.61,69.35,60.99,2,0
14.86,47.7,8.45,5,0
20.44,85.13,60.55,0,0
14.79,49.05,11.1,3,0
37.98,45.08,23.15,12,2
13.98,59.39,37.35,4,0
37.83,37.27,35.36,13,2
36.69,39.27,42.47,11,2
15.02,79.82,35.33,20,0
12.76,59.81,61.26,1,0
13.5,39.44,21.71,23,0
29.71,27.21,23.62,13,1
32.11,57.65,60.48,11,2
30.62,76.98,12.37,13,1
28.24,49.58,42.74,9,0
17.24,42.36,46.86,2,0
37.23,52.75,36.82,11,2
21.83,92.14,47.57,4,0
41.59,54.62,17.85,13,2
23.55,43.17,56.6,6,0
19.89,64.85,15.98,20,0
38.83,81.75,30.85,14,2
29.02,26.56,12.29,12,1
33.66,64.07,39.08,14,2
24.25,83.54,46.18,9,0
38.61,40.09,61.65,13,2
39.53,89.52,50.14,12,2
25.1,65.44,38.84,19,0
19.22,61.17,61.16,23,0
31.43,92.46,35.27,10,0
40.64,34.08,39.99,12,2
30.67,76.81,41.98,9,0
40.63,82.3,31.37,14,2
22.31,59.2,55.79,6,0
39.45,25.45,18.56,13,2
15.38,61.7,39.63,0,0
22.77,35.75,49.17,19,0
26.83,64.38,59.53,18,0
31.59,76.7,58.38,10,0
20.82,62.18,37.0,21,0
39.73,69.16,44.66,13,2
39.1,32.28,30.47,11,2
35.98,31.79,34.69,12,2
15.43,84.57,59.66,2,0
14.35,28.45,61.05,4,0
26.94,44.9,59.04,16,0
34.96,90.64,15.89,11,2
15.7,57.12,56.45,23,0
31.24,72.22,62.06,11,0
27.84,40.52,28.59,17,1
33.78,43.94,37.56,14,2
25.06,60.63,52.41,17,0
32.8,69.67,40.04,12,2
16.79,92.23,64.63,23,0
18.44,65.21,33.98,21,0
39.1,31.72,48.69,12,2
21.88,50.68,53.18,0,0
41.57,42.09,36.16,12,2
13.39,42.81,56.85,5,0
26.88,60.38,39.13,19,0
21.75,47.17,31.46,21,0
41.88,45.25,14.15,13,2
41.7,92.76,30.42,12,2
19.06,65.88,49.83,23,0
20.02,43.32,60.51,0,0
34.49,44.31,22.35,14,2
38.69,81.77,28.25,12,2
31.91,87.05,16.78,16,1
37.94,72.53,47.37,13,2
13.9,55.2,62.73,0,0
31.22,78.52,44.53,9,0
33.01,90.62,43.17,11,2
17.71,36.63,39.55,20,0
35.34,85.32,13.04,13,2
40.33,84.42,49.58,11,2
38.94,50.66,42.32,11,2
19.35,45.43,45.7,22,0
21.72,64.57,59.23,1,0
26.99,44.06,52.69,6,0
16.75,35.18,52.51,3,0
40.62,91.72,60.85,14,2
16.85,59.4,64.43,2,0
34.84,58.06,41.13,12,2
22.24,33.83,14.21,6,1
29.21,60.29,34.17,12,1
13.42,77.0,52.89,20,0
18.15,42.36,9.58,23,0
25.33,50.82,11.24,7,1
32.32,37.52,11.83,12,2
35.33,49.86,49.67,12,2
12.9,85.29,36.57,2,0
16.57,41.59,29.03,3,0
33.89,27.07,14.02,12,2
36.39,62.54,49.74,14,2
19.1,65.56,26.3,20,0
18.89,48.02,23.12,0,0
14.64,69.91,45.18,20,0
16.51,27.65,39.86,4,0
12.24,48.84,28.66,20,0
29.69,35.12,44.56,9,0
39.12,41.09,23.46,11,2
16.49,51.78,53.31,22,0
34.54,59.54,21.07,12,2
29.21,31.52,17.05,14,1
40.2,32.09,52.6,11,2
35.94,72.18,48.35,14,2
37.58,53.29,18.41,12,2
31.17,37.36,14.63,15,1
36.34,41.44,55.79,11,2
22.53,75.4,52.27,16,0
18.27,28.62,26.65,21,0
39.38,60.61,45.52,14,2
34.03,50.22,15.08,11,2
14.72,81.78,36.9,0,0
38.01,80.31,9.07,13,2
22.47,73.24,30.32,7,1
20.95,51.93,12.27,5,0
30.7,69.19,35.08,12,0
29.06,69.79,32.04,16,1
28.15,48.25,33.33,11,1
19.65,86.6,10.58,1,0
40.79,93.94,28.61,14,2
40.5,47.01,51.12,13,2
12.12,81.09,29.03,21,0
22.13,60.06,48.76,7,0
13.37,57.46,29.06,1,0
37.51,52.06,32.12,11,2
38.6,45.44,40.14,13,2
27.55,89.37,62.19,7,0
37.19,76.86,14.21,12,2
33.1,55.85,9.88,13,2
26.99,77.61,42.65,19,0
22.91,75.3,62.1,16,0
19.99,43.71,64.41,21,0
19.78,37.33,35.6,22,0
28.86,83.54,34.68,15,1
17.0,81.8,44.76,3,0
17.24,94.78,39.67,4,0
12.31,26.36,44.14,23,0
30.4,62.83,57.82,13,0
41.83,74.09,50.54,14,2
38.68,65.78,36.32,14,2
33.17,74.73,34.33,13,2
35.57,34.61,44.46,11,2
24.51,25.11,33.98,18,0
20.94,31.51,34.09,2,0
23.06,51.6,8.93,6,1
14.44,48.03,17.92,22,0
31.01,86.18,35.85,16,0
17.25,30.85,54.89,2,0
34.89,55.99,23.89,14,2
17.7,92.05,37.79,2,0
18.84,60.2,27.66,5,0
40.72,34.27,13.97,11,2
15.16,45.39,62.62,4,0
26.97,68.88,56.72,18,0
13.88,25.84,12.47,0,0
14.71,92.77,49.03,23,0
31.01,64.69,27.81,15,1
30.92,74.29,64.71,14,0
17.79,59.93,25.24,21,0
38.17,92.05,21.61,13,2
33.07,66.25,40.37,12,2
21.02,71.34,55.6,20,0
19.45,85.26,18.97,5,0
34.63,85.31,48.44,12,2
34.01,26.97,11.5,12,2
16.46,44.83,60.38,5,0
22.48,42.24,12.62,7,1
18.5,25.47,60.11,0,0
20.82,86.37,35.98,20,0
20.63,47.2,33.54,20,0
41.28,49.29,63.48,14,2
34.51,31.97,64.45,11,2
35.4,94.28,45.06,14,2
20.32,82.84,15.25,22,0
12.02,65.03,36.85,5,0
13.74,79.04,38.16,20,0
28.59,79.4,37.32,12,0
20.56,70.97,40.46,23,0
17.79,37.18,9.07,2,0
13.49,75.42,48.54,20,0
38.28,64.87,48.61,12,2
30.0,75.69,14.58,11,1
15.22,63.04,40.5,4,0
34.99,91.94,40.4,12,2
34.67,68.89,46.9,14,2
20.68,65.16,12.87,5,0
17.65,84.0,43.71,21,0
36.42,51.55,24.0,13,2
21.89,47.11,36.9,4,0
37.42,60.22,52.08,12,2
13.31,65.91,48.22,23,0
26.98,40.43,14.78,16,1
17.39,72.76,41.7,4,0
32.16,81.17,63.24,12,2
41.92,65.41,16.94,12,2
24.38,61.61,56.62,8,0
15.01,45.62,48.05,22,0
21.53,88.67,52.12,21,0
38.75,77.81,24.07,14,2
34.97,58.62,24.41,14,2
18.97,71.14,59.64,0,0
40.61,48.58,28.51,11,2
30.67,29.19,11.59,13,1
17.04,39.27,42.23,4,0
29.17,30.56,15.11,16,1
25.54,60.57,53.41,8,0
36.59,68.54,44.58,14,2
22.32,51.63,57.86,17,0
38.25,62.11,52.74,14,2
36.36,30.98,14.39,13,2
32.24,78.9,29.72,11,2
19.76,27.29,52.15,0,0
41.11,69.41,31.79,14,2
28.46,55.33,63.42,16,0
39.23,37.87,49.94,13,2
18.47,61.61,8.88,0,0
41.5,79.67,58.16,12,2
36.48,53.95,13.75,12,2
40.48,50.74,16.01,11,2
18.37,34.97,49.87,23,0
24.92,66.62,57.3,6,0
14.93,82.96,38.57,23,0
16.11,64.29,24.48,22,0
20.52,36.56,28.02,4,0
40.55,71.29,27.54,14,2
32.02,27.11,26.62,11,2
21.44,83.66,21.85,5,0
40.64,89.5,42.71,11,2
34.19,66.79,59.32,13,2
39.21,86.72,25.5,14,2
39.82,30.92,18.64,11,2
34.52,40.98,55.8,13,2
19.29,47.21,50.28,0,0
41.9,79.12,61.06,11,2
21.75,58.9,17.43,1,0
32.15,49.38,16.22,12,2
37.34,36.06,38.86,12,2
17.25,81.75,43.02,3,0
30.27,26.44,35.37,16,0
23.26,48.61,42.14,18,0
19.33,41.99,18.28,20,0
12.35,34.03,35.34,20,0
38.16,37.04,45.51,13,2
16.08,59.57,32.66,0,0
38.34,54.82,46.73,14,2
30.02,61.29,33.72,16,1
30.63,75.93,27.02,13,1
36.86,87.46,25.31,14,2
27.28,33.29,31.42,17,1
22.72,30.79,9.32,17,1
16.16,47.42,46.11,4,0
29.11,63.24,56.17,14,0
28.6,31.99,28.21,10,1
20.82,75.12,10.62,5,0
30.0,63.93,64.25,11,0
25.18,77.39,23.03,7,1
36.17,50.05,15.22,12,2
28.78,53.08,29.08,10,1
40.01,81.53,50.1,11,2
27.54,43.69,24.75,9,1
38.62,51.7,40.76,13,2
27.62,25.94,31.69,16,1
28.74,63.87,14.71,15,1
23.0,84.6,26.83,9,1
24.01,26.95,49.32,19,0
39.99,67.97,42.88,13,2
18.7,84.18,14.83,23,0
15.64,59.58,17.31,2,0
36.91,46.91,44.52,11,2
29.31,94.76,54.36,16,0
20.54,29.54,27.92,22,0
24.97,39.73,41.93,17,0
27.75,86.97,17.73,19,0
29.76,45.81,25.75,15,1
36.63,82.39,9.16,11,2
23.83,48.32,51.79,8,0
32.3,81.84,30.86,14,2
37.04,73.0,54.52,11,2
37.31,57.8,48.38,13,2
19.63,61.61,55.24,23,0
22.51,37.44,24.28,8,1
29.85,33.11,18.55,12,1
38.57,75.19,63.4,13,2
35.71,84.4,48.89,13,2
29.52,75.54,55.54,12,0
41.51,88.9,8.75,12,2
25.17,87.31,28.2,18,0
37.27,79.47,50.34,11,2
36.55,87.87,12.45,11,2
39.24,36.71,40.34,11,2
41.63,76.2,32.46,12,2
26.87,77.76,9.0,9,1
17.87,35.78,21.45,2,0
25.83,88.67,24.23,17,1
37.62,25.61,14.38,13,2
37.08,55.42,44.0,11,2
22.08,26.5,21.82,19,0
13.42,61.64,23.82,1,0
27.3,53.85,59.2,19,0
26.22,68.61,34.63,18,0
14.57,78.65,30.35,22,0
35.85,78.8,49.26,13,2
20.51,75.56,59.85,21,0
31.37,32.13,9.43,15,1
15.04,54.22,33.55,3,0
37.82,82.12,42.81,13,2
34.18,70.8,26.16,12,2
23.65,72.67,52.03,18,0
30.88,40.88,63.37,10,0
17.62,47.75,61.78,0,0
41.56,91.91,23.16,14,2
35.88,84.28,20.9,11,2
35.67,36.54,62.58,12,2
16.6,63.13,34.14,21,0
12.53,59.34,19.87,21,0
29.56,56.06,48.3,14,0
16.32,57.94,24.21,23,0
35.41,70.0,23.23,13,2
24.48,92.7,58.12,17,0
22.16,86.27,17.26,18,0
14.21,86.26,11.67,4,0
41.88,74.24,23.34,12,2
40.68,26.23,42.6,14,2
15.95,55.83,15.02,4,0
21.98,60.78,34.88,2,0
23.72,83.97,43.76,8,0
20.9,89.6,56.38,22,0
40.03,56.61,21.1,13,2
33.64,46.03,54.59,14,2
40.68,48.61,21.39,14,2
38.24,65.51,46.58,11,2
34.64,44.25,32.55,14,2
32.91,88.75,14.54,13,2
37.98,54.31,48.71,14,2
32.52,94.3,20.41,14,2
17.66,32.67,18.07,22,0
31.44,38.15,28.42,14,1
27.45,60.81,45.24,8,0
41.46,85.78,21.34,12,2
27.3,49.78,18.47,19,0
13.15,83.62,8.57,20,0
19.93,54.78,34.88,5,0
39.52,84.71,32.43,14,2
40.87,44.42,21.33,13,2
33.85,58.03,11.06,13,2
13.71,44.51,32.47,23,0
12.71,40.07,52.93,2,0
26.39,54.48,48.77,16,0
41.99,48.43,57.07,14,2
38.08,80.1,8.55,14,2
39.99,77.33,63.09,12,2
30.71,50.1,27.46,10,1
37.77,94.46,64.45,12,2
21.59,93.17,22.4,5,0
12.82,89.25,34.88,1,0
39.55,66.06,28.17,13,2
18.55,53.86,28.28,20,0
33.85,46.91,56.01,14,2
31.77,26.05,50.55,10,0
16.74,69.23,64.55,2,0
17.87,63.72,42.97,5,0
21.87,69.09,34.41,5,0
34.71,65.32,13.13,14,2
13.18,34.64,64.8,21,0
24.21,73.68,39.44,19,0
31.95,50.23,47.93,15,0
17.14,61.14,31.18,21,0
15.58,50.6,39.22,20,0
23.71,26.54,61.73,9,0
20.6,86.36,17.49,3,0
31.47,35.41,24.67,12,1
41.09,65.75,16.67,14,2
12.13,86.82,53.16,23,0
39.07,40.49,11.54,13,2
25.0,53.84,12.65,7,1
31.92,51.44,25.01,15,1
37.53,31.25,37.31,12,2
29.2,54.65,31.16,11,1
14.92,58.56,10.55,21,0
16.22,26.86,62.58,22,0
35.68,59.17,62.31,13,2
18.87,31.57,23.92,23,0
29.07,87.47,49.7,14,0
24.84,70.51,40.98,6,0
21.11,28.95,21.54,22,0
35.61,82.89,22.94,13,2
33.94,50.31,36.0,11,2
31.38,40.79,31.9,15,1
23.18,42.77,24.6,19,0
18.79,66.84,54.03,3,0
27.48,30.71,35.44,19,0
36.51,29.11,45.33,11,2
29.27,68.93,18.79,12,1
41.1,93.73,38.41,14,2
12.46,58.84,26.12,22,0
41.95,53.93,38.01,13,2
32.74,91.3,52.51,13,2
36.98,41.87,51.83,14,2
22.05,41.84,28.19,18,0
27.25,88.36,47.57,7,0
35.91,70.29,61.65,12,2
34.82,28.76,43.66,12,2
22.02,72.18,16.46,18,0
21.73,82.4,46.74,20,0
31.88,44.18,13.98,11,1
40.01,51.8,57.71,14,2
25.16,38.84,37.45,8,0
22.59,69.33,29.95,17,1
38.84,71.49,11.25,12,2
32.49,29.8,29.7,13,2
23.65,72.44,59.48,9,0
13.72,71.09,9.2,3,0
33.64,27.46,35.05,12,2
22.59,63.88,61.08,8,0
14.12,67.98,30.51,2,0
30.37,55.11,32.41,9,1
21.69,88.09,40.98,21,0
22.15,47.99,34.39,19,0
26.38,29.7,17.61,8,1
33.52,72.03,9.06,13,2
20.29,67.37,42.76,21,0
14.43,94.23,60.49,22,0
24.73,41.19,14.06,9,1
13.65,52.68,20.02,21,0
32.92,57.28,29.1,13,2
40.78,85.31,54.1,14,2
31.76,54.02,23.35,14,1
20.26,79.05,58.28,0,0
17.45,35.99,11.13,3,0
18.98,53.68,61.63,22,0
18.65,35.85,39.96,5,0
21.41,91.48,45.55,0,0
14.92,37.44,28.96,1,0
38.87,54.34,52.57,11,2
38.55,30.76,17.49,11,2
30.46,89.5,10.79,15,1
13.86,68.67,30.54,20,0
36.12,92.37,56.66,14,2
13.85,27.96,51.03,0,0
15.19,37.25,37.48,23,0
21.76,51.6,40.61,20,0
24.94,68.5,15.4,19,0
22.62,48.07,55.92,8,0
16.96,74.83,52.86,23,0
15.36,36.56,45.42,20,0
37.78,67.04,34.57,14,2
22.9,52.86,62.97,17,0
18.56,60.58,58.1,5,0
26.61,64.87,44.73,17,0
13.1,29.19,29.19,5,0
30.01,89.68,43.23,14,0
19.45,80.03,40.8,0,0
29.95,55.97,30.47,13,1
30.42,63.32,25.48,11,1
36.28,27.28,31.2,13,2
18.9,59.86,40.71,20,0
25.9,54.84,32.4,18,0
40.86,51.21,23.02,13,2
33.81,82.07,51.37,11,2
41.26,37.73,38.29,12,2
39.82,37.34,11.86,12,2
30.32,61.52,28.99,14,1
19.92,73.1,58.44,5,0
34.71,26.57,51.05,14,2
32.94,63.21,26.43,13,2
29.67,45.91,61.48,16,0
32.93,77.98,12.37,13,2
30.41,57.82,62.79,14,0
27.58,83.39,22.01,16,1
24.48,52.79,8.52,8,1
13.34,82.9,32.73,23,0
37.97,75.16,28.46,12,2
37.97,82.98,38.73,14,2
29.82,81.87,53.42,10,0
20.04,59.05,56.02,4,0
12.84,50.77,30.87,22,0
12.04,78.56,32.5,22,0
14.19,50.31,16.45,2,0
22.8,31.26,10.71,9,1
17.65,85.12,44.55,2,0
19.95,52.8,11.67,1,0
32.99,34.28,49.83,12,2
40.77,70.25,38.73,13,2
18.2,87.28,19.32,1,0
25.97,85.27,38.75,16,0
41.74,63.81,18.43,12,2
39.95,31.16,33.01,14,2
22.57,73.76,53.57,9,0
21.59,67.62,34.33,23,0
19.27,39.71,16.48,20,0
16.66,88.04,49.26,4,0
25.8,31.07,18.65,8,1
22.23,51.11,50.1,17,0
34.35,31.62,35.32,12,2
19.11,88.84,33.86,4,0
34.09,27.48,56.53,11,2
20.64,54.8,48.39,0,0
29.78,85.32,9.88,13,1
31.15,42.6,24.88,11,1
32.15,32.35,57.64,12,2
17.26,33.89,9.04,20,0
20.48,53.35,39.08,3,0
19.38,55.0,49.49,0,0
29.28,75.27,43.45,15,0
14.27,41.66,51.35,22,0
27.55,74.13,49.36,18,0
14.62,94.93,47.45,2,0
22.11,85.5,54.83,8,0
32.6,69.49,44.8,14,2
24.38,90.79,30.94,7,1
20.41,94.38,34.9,2,0
30.48,64.92,48.85,10,0
34.21,44.15,57.95,11,2
19.64,89.05,23.52,21,0
20.98,84.09,27.5,3,0
31.21,30.92,61.05,11,0
40.96,90.55,40.98,11,2
18.42,50.64,18.2,20,0
31.63,47.55,45.83,15,0
39.2,49.03,64.47,12,2
25.86,47.4,54.94,9,0
21.51,61.12,50.51,0,0
32.01,65.58,19.86,13,2
12.94,54.79,57.94,22,0
22.8,53.88,37.97,8,0
19.74,76.61,58.69,3,0
18.74,25.21,26.8,22,0
17.39,91.28,11.54,23,0
34.11,75.01,35.13,13,2
40.65,74.51,23.38,11,2
23.54,54.54,48.77,16,0
13.47,92.61,62.56,21,0
33.57,25.02,47.39,12,2
28.15,30.35,58.56,9,0
33.71,81.28,33.82,11,2
31.44,76.71,51.98,9,0
39.16,43.99,56.05,12,2
16.21,66.63,48.52,22,0
17.07,62.24,36.94,21,0
22.25,61.9,43.67,9,0
26.74,66.69,47.93,8,0
39.77,94.56,22.43,11,2
39.21,94.11,54.15,14,2
38.16,93.72,62.17,14,2
18.68,63.41,34.52,4,0
33.89,47.27,47.96,13,2
23.5,64.21,50.01,18,0
39.94,68.59,45.75,12,2
18.44,46.8,39.19,2,0
16.24,69.29,58.25,23,0
37.27,68.54,33.59,14,2
33.51,88.24,11.48,11,2
36.64,41.63,56.14,14,2
16.74,73.83,46.42,22,0
38.54,56.55,56.41,12,2
32.33,34.09,15.9,14,2
31.55,47.13,9.75,11,1
29.48,29.01,61.26,9,0
34.95,47.35,16.42,13,2
24.47,29.83,54.15,7,0
15.98,89.78,54.92,22,0
28.18,32.12,48.4,15,0
34.44,82.21,15.48,14,2
16.61,88.43,46.04,20,0
18.72,57.74,58.68,4,0
32.9,28.77,32.26,12,2
20.09,66.7,31.57,0,0
17.1,41.43,33.24,4,0
38.68,37.37,12.69,14,2
16.83,64.67,58.85,3,0
22.32,49.95,57.54,7,0
24.85,76.13,64.88,6,0
26.28,66.39,41.36,8,0
22.84,83.05,50.82,18,0
39.38,29.09,19.55,14,2
31.76,41.44,46.05,16,0
22.78,64.69,45.03,17,0
22.73,86.63,59.37,9,0
27.09,81.94,55.36,9,0
13.01,72.57,61.49,2,0
39.8,65.19,57.52,12,2
18.7,69.2,57.52,1,0
32.93,39.95,11.63,11,2
35.33,66.66,56.22,12,2
36.82,59.56,42.63,11,2
16.97,51.91,29.69,3,0
28.1,87.14,11.22,14,1
14.51,83.06,46.63,23,0
36.14,30.37,26.71,13,2
26.59,94.0,34.66,19,0
16.75,41.1,46.86,5,0
33.56,40.07,59.97,14,2
21.94,91.07,55.05,2,0
15.44,56.14,33.68,0,0
25.83,81.38,30.1,17,1
19.06,45.17,21.67,21,0
40.51,86.12,29.23,13,2
22.84,83.26,14.33,6,1
29.17,61.36,63.35,10,0
40.45,74.35,40.71,11,2
23.81,92.48,15.28,16,1
22.74,56.64,28.11,17,1
16.87,59.59,39.18,4,0
40.15,75.6,38.37,14,2
36.02,52.05,10.02,13,2
18.63,92.29,62.2,0,0
21.98,27.83,23.7,20,0
39.45,53.24,8.92,11,2
28.12,74.97,12.36,16,1
28.69,55.06,41.07,10,0
31.44,43.15,15.85,9,1
34.86,53.94,10.38,12,2
40.18,86.71,29.64,11,2
36.07,63.29,43.5,11,2
40.04,48.46,14.37,12,2
36.62,72.01,25.86,14,2
13.39,67.83,31.81,5,0
15.53,64.23,17.09,22,0
38.55,52.38,36.85,12,2
12.83,30.05,12.86,20,0
35.83,68.45,10.65,11,2
37.5,54.39,37.63,14,2
24.46,55.01,22.13,18,0
22.65,41.39,13.44,7,1
17.83,42.46,32.16,3,0
13.47,80.12,60.16,21,0
34.36,58.56,49.28,14,2
14.21,32.65,54.49,23,0
40.34,28.21,57.7,13,2
20.9,40.73,63.44,3,0
35.83,59.12,51.51,13,2
13.79,68.21,42.68,3,0
28.09,35.06,28.83,12,1
22.47,55.37,18.35,6,1
12.9,30.08,47.14,23,0
31.67,27.64,64.71,16,0
40.29,85.43,34.64,11,2
12.32,71.08,49.25,23,0
20.11,79.68,36.22,23,0
33.11,37.73,32.62,12,2
38.14,47.55,31.39,12,2
17.72,56.07,36.76,3,0
14.12,71.06,28.91,2,0
